Time,PosX,PosY,PosZ,RotX,RotY,RotZ
8.02912,18.10248,23.73138,-17.54896,0,0,0
8.040298,18.10248,23.73138,-17.54896,0,0,0
8.051614,18.10248,23.73138,-17.54896,0,0,0
8.062514,18.10248,23.73138,-17.54896,0,0,0
8.073601,18.10248,23.73138,-17.54896,0,0,0
8.0848,18.10248,23.73138,-17.54896,0,0,0
8.095883,18.10248,23.73138,-17.54896,0,0,0
8.107297,18.10248,23.73138,-17.54896,0,0,0
8.117967,18.10248,23.73138,-17.54896,0,0,0
8.129379,18.10248,23.73138,-17.54896,0,0,0
8.140265,18.10248,23.73138,-17.54896,0,0,0
8.1514,18.10248,23.73138,-17.54896,0,0,0
8.162572,18.10248,23.73138,-17.54896,0,0,0
8.173615,18.10248,23.73138,-17.54896,0,0,0
8.184621,18.10248,23.73138,-17.54896,0,0,0
8.196231,18.10248,23.73138,-17.54896,0,0,0
8.20697,18.10248,23.73138,-17.54896,0,0,0
8.217993,18.10248,23.73138,-17.54896,0,0,0
8.229052,18.10248,23.73138,-17.54896,0,0,0
8.240703,18.10248,23.73138,-17.54896,0,0,0
8.251564,18.10248,23.73138,-17.54896,0,0,0
8.26243,18.10248,23.73138,-17.54896,0,0,0
8.273573,18.10248,23.73138,-17.54896,0,0,0
8.284759,18.10248,23.73138,-17.54896,0,0,0
8.295797,18.10248,23.73138,-17.54896,0,0,0
8.306895,18.10248,23.73138,-17.54896,0,0,0
8.318523,18.10248,23.73138,-17.54896,0,0,0
8.329309,18.10248,23.73138,-17.54896,0,0,0
8.340971,18.10248,23.73138,-17.54896,0,0,0
8.351946,18.10248,23.73138,-17.54896,0,0,0
8.363042,18.10248,23.73138,-17.54896,0,0,0
8.373694,18.10248,23.73138,-17.54896,0,0,0
8.384897,18.10248,23.73138,-17.54896,0,0,0
8.396496,18.10248,23.73138,-17.54896,0,0,0
8.407448,18.10248,23.73138,-17.54896,0,0,0
8.418226,18.10248,23.73138,-17.54896,0,0,0
8.429445,18.10248,23.73138,-17.54896,0,0,0
8.440613,18.10248,23.73138,-17.54896,0,0,0
8.45157,18.10248,23.73138,-17.54896,0,0,0
8.462717,18.10248,23.73138,-17.54896,0,0,0
8.474069,18.10248,23.73138,-17.54896,0,0,0
8.484823,18.10248,23.73138,-17.54896,0,0,0
8.49598,18.10248,23.73138,-17.54896,0,0,0
8.506982,18.10248,23.73138,-17.54896,0,0,0
8.518248,18.10248,23.73138,-17.54896,0,0,0
8.529596,18.10248,23.73138,-17.54896,0,0,0
